age,workclass,edu,yearsedu,married,occupation,relationship,race,sex,income,loss,hours,country,rich
12.248,80,42,2.8648,65,14,68,101,59,1058.4,0,12.903,94.177,0
8.5944,80,90,3.1831,65,71,73,89.372,59,0,0,12.732,98,0
16.234,80,2,1.9099,61,71,49,101,59,0,0,12.732,64,0
11.459,57,90,3.1831,28,55.511,99,101,37,0,0,20.69,98,0
10.504,80,90,3.1744,65,34,73,17,59,0,0,12.732,75,0
15.915,78.639,90,3.175,59.961,35,68,89.373,59,0,0,12.732,98,0
17.507,88,8,1.5915,61,35,68.891,101,59,192.28,0,7.9577,93.257,0
7.6394,80,90,3.1831,65,14,66.558,89.374,51.526,0,0,12.732,98,0
12.197,78.76,42,2.8648,65,55.72,68,101,59,381.43,0,12.732,94.306,0
10.186,88,4,2.5465,61,26,66.562,89.37,59,0,0,12.757,98,0
21.645,78.894,42,2.8648,60.019,55.914,68,101,52.729,358.93,28.805,9.5493,94.424,0
9.231,80,3,2.2282,61,96,49,89.371,59,0,0,19.099,98,0
7.6394,88,20,3.1749,65,85,66.562,101,59,0,0,12.732,98,0
19.417,80,8,3.175,61,58,49,101,59,0,0,12.732,98,0
6.3662,78.545,90,3.1831,65,54.569,73,90.708,59,457.3,28.951,11.459,98,0
13.051,80,44.457,3.189,65,85,73,101,37,0,26.43,12.784,98,0
12.111,88,42,2.8648,61,35,49,101,59,0,0,26.738,98,0
11.141,80,81,4.7746,61,85,66.57,17,59,0,0,11.141,24,0
12.11,80,20,4.138,65,94,68,101,59,0,0,12.732,98,0
11.757,78.321,90,3.1831,65,71,99,86.221,37,0,17.278,12.732,98,0
9.8676,78.639,63,4.4563,65,14,66.56,101,59,0,0,7.9577,98,0
12.414,92,42,2.8648,65,71,68,21,45.316,0,8.9457,12.732,98,0
12.111,80,90,3.1831,59.961,94,66.56,89.372,37,0,0,7.6394,98,0
10.186,87,44.383,3.1831,61,26,49,101,59,0,0,12.732,98,0
10.186,88,42,2.8648,61,85,49,101,59,596.56,0,12.732,98,0
19.417,80,8,1.5915,61,58,49,21,59,0,0,6.3662,97,0
17.189,57,90,3.1831,28,14,99,101,37,0,22.996,12.732,98,0
12.11,80,18,3.8197,59.961,55.511,70,101,51.523,0,0,12.732,98,0
6.0479,80,42,2.8648,65,55.511,73,89.37,59,0,0,0.95493,98,0
12.11,80,90,3.1831,61,82,49,15,59,0,0,12.732,98,0
11.141,80,44.381,0.95493,61,44,66.561,101,51.525,0,0,12.732,64,0
9.231,80,42,2.8648,28,71,68,101,37,0,0,7.9577,98,0
9.231,57,42,3.0119,59.822,55.377,68,21,37,89.92,0,12.732,98,0
12.11,80,2,3.1747,89,55.511,73,101,37,0,0,7.9577,98,0
14.642,80,44.381,4.138,28,85,68,89.369,37,0,0,12.732,98,0
11.141,80,19,3.5014,65,71,99,101,37,0,0,12.756,98,0
6.3662,78.639,2,1.9099,65,85,68,89.369,59,0,0,12.732,94.075,0
7.6394,88,42,2.8648,61,14,103,89.367,51.521,0,0,12.732,98,0
12.109,80,42,3.1746,28,14,99,101,37,0,0,12.756,94.074,0
11.777,80,42,2.8648,28,58,68,101,37,0,0,12.757,98,0
19.099,88,44.799,2.8648,61,85,49,101,59,0,36.996,12.732,98,0
12.414,80,42,2.8648,59.962,26,49,101,59,0,0,12.758,98,0
9.231,57,90,3.1831,89,55.511,99,101,37,0,0,12.096,98,0
9.8676,88,19,3.5014,28,55.511,73,101,59,0,0,12.757,98,0
8.2761,78.639,18,3.1748,65,26,68,89.37,59,0,0,12.732,98,0
14.642,80,19,3.5014,28,83,68,89.369,59,0,0,12.732,98,0
21.963,78.639,42,2.8648,61,55.511,49,89.373,51.524,0,0,2.5465,94.076,0
12.19,80,42,2.8648,59.94,55.708,68,101,52.055,379.97,0,17.507,98,0
14.642,80,44.381,2.8648,59.961,85,70,101,37,0,0,12.757,98,0
13.369,78.557,20,4.138,28,85,68,101,51.326,0,26.184,12.732,98,0
7.6394,80,20,4.138,60.077,82,68,101,37,346.18,24.011,12.732,98,0
9.231,78.639,42,2.8648,61,26,49,101,51.525,0,0,12.758,98,0
7.3211,80,44.305,2.2282,65,96,73,101,54.872,546.51,0,12.096,98,0
6.6845,78.639,19,3.5014,65,55.511,68,101,51.523,0,0,12.732,98,0
10.186,78.639,2,1.9099,89,26,68,101,59,0,0,12.732,94.075,0
21.963,87,20,4.138,60.014,58,49,101,59,407.57,0,9.5493,98,0
17.507,80,44.77,2.8648,89,44,99,101,59,196.76,0,12.732,98,0
12.112,80,90,3.1831,61,55.511,49,101,59,0,0,12.758,98,0
12.11,80,3,2.2282,65,55.511,68,101,59,0,0,12.732,98,0
12.111,88,20,4.138,59.961,34,49,89.372,59,0,0,12.757,98,0
8.5944,78.639,42,2.8648,59.962,26,49,101,59,0,0,12.732,98,0
23.873,77.992,8,1.5915,61,55.478,49,21,59,109.18,0,1.5915,98,0
17.507,80,42,2.8648,28,14,68,101,37,0,26.531,12.732,98,0
16.552,88,7,1.2732,61,26,49,15,59,0,0,12.732,98,0
12.11,80,44.38,3.1831,28,85,99,101,37,0,0,15.279,98,0
11.459,80,42,2.8648,28,26,99,101,59,0,0,12.756,98,0
24.192,79.291,44.781,3.2372,61,56.17,49,101,59,0,36.742,2.5465,98,0
8.2761,80,42,2.8648,65,55.511,73,89.369,37,0,0,12.732,98,0
5.7296,80,3,2.2282,65,26,66.562,101,59,0,0,6.3662,98,0
12.096,80,42,2.8648,28,34,68,101,59,0,29.742,15.915,98,0
6.0479,78.855,44.417,3.1831,65,55.248,73,101,37,208.38,21.57,7.9577,98,0
6.3662,80,42,2.8648,65,83,73,21,59,0,0,12.732,98,0
12.11,80,44.381,3.1831,65,14,68,101,37,0,0,12.732,98,0
9.8676,88,20,3.5843,62,34,68,95.344,55.166,0,630.25,19.099,98,0
19.099,80,44.381,0.95493,28,58,68,101,51.523,0,0,12.732,84,0
16.552,80,42,2.8648,28,26,99,101,37,0,0,15.915,98,0
19.417,80,7,1.2732,61,96,49,101,59,0,0,12.732,98,0
6.0479,78.628,45.417,3.1064,61.09,55.736,70.299,88.03,49.769,96.702,0,12.732,94.016,0
18.78,88,81,4.7746,61,85,49,101,59,739.57,0,7.9577,95.829,0
13.369,80,42,2.8648,28,83,68,21,59,0,0,11.141,98,0
22.282,80,90,3.175,65,14,68,101,37,0,0,12.757,94.075,0
14.961,78.777,42,2.8648,61,56.154,49,89.76,59,1254.8,0,12.93,94.197,0
12.109,80,3,2.2282,65,55.511,66.571,21,59,0,0,12.755,98,0
12.11,78.64,44.38,2.5465,59.96,55.511,103,89.367,51.521,0,0,12.732,98,0
8.9127,80,42,2.8648,65,71,73,21,37,0,0,12.732,94.072,0
11.141,80,20,4.138,61,26,49,101,59,0,0,12.732,98,0
12.11,78.639,44.381,3.1749,65,55.511,68,101,37,0,0,12.732,98,0
14.642,80,19,3.5014,59.962,26,49,101,59,0,0,12.732,98,0
12.11,80,19,3.5014,89,71,99,89.367,51.521,0,0,11.141,98,0
20.69,80,44.359,1.2732,61,58,64.917,101,59,424.84,0,12.732,98,0
13.687,80,19,3.5014,28,58,68,101,59,0,0,12.757,98,0
13.051,57,42,2.8648,28,82,99,17,51.516,0,0,12.732,98,0
10.823,77.853,20,4.138,60.528,34,70,101,52.053,-249.69,554.18,14.324,98,0
14.961,88,20,4.138,61,34,49,91.658,59,0,33.169,13.191,98,0
6.6845,78.746,44.344,3.1831,65,71,65.418,101,37,389.74,27.02,7.9577,98,0
6.3662,78.639,44.381,3.1831,59.961,71,68,101,37,0,0,7.9577,98,0
5.7296,57,44.381,2.5465,59.961,55.511,73,89.37,51.523,0,0,12.732,98,0
8.5944,80,90,3.1831,65,85,68,21,59,0,0,12.756,98,0
12.111,78.639,42,2.8648,61,26,66.561,89.372,59,0,0,15.915,98,0
12.096,78.639,90,3.1831,28,14,99,101,37,0,0,12.732,98,0
7.6394,80,42,2.8648,65,14,68,101,59,0,0,12.732,98,0
10.823,80,90,3.1831,65,85,68,101,55.707,679.52,0,20.69,98,0
8.5944,36,43.322,2.8648,89,52.815,99,21,37,-198.77,0,12.732,98,0
20.054,80,19,3.5014,102,14,66.562,101,37,0,0,2.5465,98,0
7.9577,80,90,3.175,62,85,68,101,59,0,0,15.915,94.075,0
17.189,80,42,2.8648,102,58,99,101,59,290.94,0,12.732,98,0
12.37,79.008,90,3.1831,60.046,55.698,73,101,53.71,0,32.888,11.141,98,0
11.141,80,42,3.1748,28,85,68,101,37,0,0,15.915,98,0
8.2761,78.639,90,3.1831,65,14,66.569,17,37,0,0,11.141,98,0
12.11,57,19,3.5014,28,14,68,101,37,0,0,12.732,98,0
13.687,80,29,5.093,59.961,82,68,101,37,0,0,12.732,94.075,0
6.3662,80,90,3.1831,65,71,73,101,37,0,0,12.732,98,0
12.838,80,45.301,3.2039,61,35,49,93.535,59,401.43,37.63,13.594,98,0
16.234,80,90,3.1831,61,55.773,49,101,56.549,649.12,0,12.732,98,0
12.11,80,42,2.8648,65,55.511,66.565,69,37,0,0,12.756,98,0
11.459,80,42,3.1749,59.962,34,66.561,101,59,0,0,12.732,94.075,0
7.9577,80,90,3.1831,60.082,35,73,101,59,453.84,0,19.099,98,0
7.0028,57,90,3.1831,65,82,68,89.371,37,0,0,6.6845,98,0
18.462,92,29,5.093,61,82,49,89.771,59,1293.6,0,12.732,50,0
12.179,80,90,3.1831,59.943,55.714,103,101,37,371.11,0,4.7746,98,0
12.732,80,8,2.9121,65,58,99,21,37,-177.11,-8.0312,10.915,43,0
14.642,80,42,2.8648,28,34,68,101,59,304.38,29.217,14.324,98,0
17.189,78.639,42,3.1749,65,14,66.56,101,51.525,0,0,12.758,98,0
12.429,80,90,3.2516,65,85,73,91.747,59,0,33.433,9.5493,98,0
7.6394,80,42,2.8648,61,14,49,101,59,0,35.981,12.732,98,0
12.476,79.197,42,2.8648,60.12,55.885,49,101,59,0,35.961,12.732,98,0
7.6394,92,63,4.4563,65,82,68,101,51.524,0,0,4.138,98,0
9.231,88,42,3.1749,65,35,73,101,59,0,0,20.69,98,0
6.6845,78.639,90,3.1831,65,55.511,66.56,101,37,0,0,12.758,94.075,0
10.823,80,8,1.5915,89,26,68,101,59,110.72,0,12.732,93.024,0
12.046,80,3,2.2282,28,58,68,101,37,234.94,0,12.732,98,0
6.0479,80,2,1.9099,65,85,99,81.672,37,0,1.938,12.732,92.751,0
15.279,80,42,2.8648,28,14,99,101,48.349,96.072,0,16.552,98,0
14.961,80,42,2.8648,59.962,96,49,101,59,0,0,12.758,98,0
12.196,80,5,0.63662,62,58,69.039,101,37,182.14,0,12.732,30,0
8.9127,80,2,1.9099,61,26,49,89.371,59,0,0,15.915,98,0
18.144,78.211,5,0.63662,28,26,99,85.202,59,-53.231,0,12.732,77,0
16.234,80,42,3.1749,28,14,68,101,51.523,0,0,12.757,98,0
8.2761,78.045,3,3.0335,65,55.502,68,101,37,129,0,11.141,39,0
11.459,80,20,3.1744,61,82,49,17,59,0,0,14.324,94.073,0
15.915,80,42,2.8648,28,14,70,17,37,0,0,12.732,75,0
12.111,80,44.382,3.1749,62,55.511,66.56,101,51.525,0,0,12.732,94.075,0
12.192,78.643,42,2.8648,65,58,68,89.711,59,127.64,27.077,6.3662,94.164,0
21.327,78.639,42,2.8648,102,55.511,99,101,51.522,0,0,12.757,98,0
11.141,80,18,3.8197,28,55.362,99,101,37,116.91,14.38,7.6394,98,0
7.3211,80,2,1.9099,65,55.511,73,21,37,0,0,12.732,98,0
10.186,80,20,4.138,65,55.637,68,101,59,301.15,0,17.507,93.752,0
17.825,36,42,2.8648,59.96,96,49,15,59,0,0,12.732,98,0
14.324,92,19,3.5014,28,94,99,80.962,37,134.68,0.51947,11.224,98,0
5.7296,80,2,1.9099,65,44,73,101,59,0,24.798,8.5944,98,0
9.8676,80,42,2.8648,61,71,49,69,59,0,27.678,12.732,98,0
6.6845,79.16,90,3.1831,65,55.72,73,101,54.621,532.11,0,15.915,98,0
12.4,79.191,90,3.1831,59.999,55.895,68,101,37,524.71,0,12.732,98,0
14.324,92,90,3.1831,61,34,49,101,59,0,0,12.758,98,0
12.108,78.64,3,2.2282,65,85,66.573,15,37,0,0,7.9577,98,0
12.109,78.639,42,2.8648,59.96,96,49,21,59,0,0,9.5493,98,0
9.8676,92,44.689,3.2088,61,85,64.126,101,59,0,31.175,12.732,98,0
6.0479,80,42,3.1749,65,58,70,101,59,0,0,14.324,98,0
23.555,80,81,2.9987,102,14,68,21,48.401,101.18,0,6.3662,98,0
8.5944,80,6,0.95493,59.961,55.511,66.563,101,59,0,0,12.757,64,0
7.3211,80,42,2.8648,65,55.511,68,101,37,0,0,12.732,98,0
12.732,87,42,2.8648,59.961,44,49,89.373,59,0,0,12.732,98,0
7.9577,78.639,63,4.4563,65,85,66.56,89.373,59,0,0,6.3662,94.076,0
13.369,80,42,2.8648,61,26,49,88.969,59,303.84,0,19.099,93.974,0
7.6394,80,20,3.1748,59.961,26,68,101,37,0,0,12.757,98,0
14.324,78.639,2,1.9099,61,26,49,101,59,0,0,22.282,98,0
12.11,80,19,3.5014,28,26,68,101,59,0,0,12.732,98,0
10.186,78.854,42,2.8648,65,44,70,101,59,0,30.727,19.099,98,0
17.189,80,42,2.8648,61,26,49,93.02,59,0,37.394,14.324,98,0
13.369,36,3,2.2282,65,94,68,101,59,22.936,426.54,12.732,95.049,0
12.732,78.639,90,3.175,61,55.511,66.56,101,37,0,0,12.758,98,0
11.952,78.463,3,3.1428,65,55.092,68,87.826,59,0,21.959,9.5493,98,0
16.552,92,63,3.2466,61,82,63.361,101,59,0,33.105,12.732,98,0
6.6845,92,90,3.1831,59.961,14,68,101,37,0,0,4.7746,98,0
11.934,80,6,0.95493,65,55.519,68,101,37,201.38,0,12.352,93.016,0
8.5944,88,3,3.0422,61,26,49,101,59,198.35,31.928,13.107,98,0
13.369,57,20,4.138,28,82,68,89.368,37,0,0,12.756,98,0
8.5944,87,90,3.1831,65,14,66.56,101,37,0,0,14.324,94.075,0
12.111,78.639,42,2.8648,65,71,66.562,101,37,0,0,12.732,98,0
12.295,80,90,3.1831,61,26,49,101,59,501.37,0,12.732,94.782,0
17.507,88,42,3.1749,102,71,68,101,51.524,0,0,7.9577,94.075,0
12.11,80,7,1.2732,59.961,85,49,69,59,0,0,15.597,30,0
10.186,80,90,3.1831,65,14,68,101,37,1305.4,0,15.915,98,0
8.9127,80,42,2.8648,61,14,103,86.119,47.226,-5.209,0,12.24,93.076,0
11.439,80,42,2.8648,65,14,73,21,37,0,5.7556,12.732,98,0
13.687,80,63,3.1749,62,34,68,101,51.524,0,0,15.915,98,0
6.0479,80,90,3.1831,65,14,68,17,59,0,0,12.732,100,0
11.777,80,44.505,3.1831,61,34,49,93.713,59,0,39.136,17.507,98,0
8.5944,80,20,4.138,65,14,70,17,37,0,0,12.754,47,0
5.7296,80,42,2.8648,65,85,73,89.37,51.523,0,0,7.6394,98,0
9.8676,80,90,3.0685,102,14,99,101,37,180.99,0,12.732,93.336,0
15.597,80,42,2.8648,61,96,49,101,51.525,0,0,15.915,94.075,0
8.2761,78.639,81,4.7746,61,55.511,49,89.372,59,0,0,19.099,25,0
12.111,80,42,2.8648,61,55.511,49,89.373,51.524,0,0,12.732,98,0
13.051,78.778,42,2.8648,89,58,65.389,101,37,0,28.987,12.732,98,0
6.3662,80,44.382,2.8648,65,44,73,101,59,0,0,13.687,98,0
12.096,80,44.383,0.95493,61,71,49,101,51.525,0,0,12.758,94.076,0
11.777,78.639,90,3.1831,89,71,73,101,37,0,0,12.732,27,0
13.687,80,5,0.63662,65,85,73,89.369,59,0,0,12.732,98,0
12.111,80,81,4.7746,65,55.511,68,101,59,0,0,12.758,94.075,0
5.7296,78.639,3,2.2282,65,55.511,66.562,101,59,0,0,11.459,98,0
7.3211,80,7,1.2732,65,71,68,101,59,0,0,7.9577,64,0
10.823,80,42,2.8648,61,26,49,101,51.525,0,0,12.732,98,0
19.735,78.639,44.383,3.1831,61,55.511,49,101,59,0,0,7.6394,98,0
10.504,80,90,3.1831,65,14,99,101,59,250.96,0,12.732,98,0
9.8676,78.849,90,3.1831,60.035,35,68,101,37,425.5,0,14.324,98,0
20.372,80,90,3.1831,102,94,99,101,37,0,0,12.732,98,0
8.2761,57,20,4.138,61,55.634,49,101,59,293.93,0,8.9127,32,0
17.507,80,90,3.3796,61,54.906,62.048,101,59,570.82,0,12.732,98,0
19.417,57,20,4.138,62,82,68,101,59,0,29.279,12.732,98,0
24.828,57,20,4.138,61,34,49,101,59,0,0,4.7746,98,0
8.5944,78.64,90,3.1831,65,14,99,21,37,0,0,12.732,98,0
15.597,80,42,2.8648,28,82,68,89.37,59,0,0,12.757,98,0
12.731,80,44.093,4.138,61,96,49,101,59,676.77,0,18.462,98,0
7.0028,78.639,42,3.1748,65,55.511,70,101,37,0,0,12.732,98,0
19.417,80,44.382,1.5915,61,26,66.56,89.372,59,0,0,12.757,98,0
20.372,88,20,4.138,61,55.511,49,101,59,0,0,1.5915,98,0
14.642,57,44.383,2.8648,61,55.511,49,101,59,0,0,12.732,98,0
12.11,80,20,4.138,65,55.511,68,101,59,0,0,12.757,94.075,0
8.5944,80,44.765,3.1831,59.895,26,49,101,59,900.5,0,22.282,98,0
12.11,80,44.382,3.1831,28,71,73,101,59,0,0,12.757,98,0
15.279,80,42,2.8648,61,55.511,66.56,101,59,0,0,12.758,98,0
12.111,88,44.382,2.8648,28,35,66.561,101,59,0,0,12.732,98,0
12.11,78.639,63,4.4563,28,82,68,101,37,0,0,14.324,98,0
17.825,88,2,1.9099,28,85,73,101,59,0,0,12.732,98,0
10.823,80,42,2.8648,65,14,68,89.849,51.88,1548.6,0,12.732,98,0
17.825,78.69,20,3.1994,61,55.476,66.044,101,51.781,0,27.829,12.732,94.276,0
12.111,80,44.382,2.2282,65,71,73,101,59,0,0,12.757,98,0
6.6845,78.639,90,3.1831,65,71,73,101,37,0,0,7.9577,98,0
12.732,80,42,2.8648,28,94,99,101,37,0,17.342,12.732,98,0
8.5944,78.741,42,2.8648,61,44,70,101,52.286,0,28.905,12.91,98,0
14.642,80,42,2.8648,59.961,85,68,101,51.523,0,0,9.5493,98,0
7.3211,80,42,2.8648,65,14,69.154,101,37,174.24,0,12.595,98,0
6.0479,80,44.596,3.1831,60.067,55.719,70,101,59,0,30.417,15.915,98,0
6.3662,80,42,2.8648,65,71,68,89.371,59,0,0,12.732,98,0
7.6394,80,3,2.2282,65,55.511,73,101,59,0,0,11.141,98,0
22.918,78.616,19,3.5014,102,55.503,68,101,37,0,27.081,12.732,94.131,0
13.369,78.639,20,4.138,28,55.511,99,101,59,0,0,14.324,94.074,0
16.234,80,20,4.138,28,55.511,68,15,59,0,0,15.915,98,0
12.732,57,90,3.1831,65,14,99,15,51.736,947.61,0,11.141,98,0
6.0479,80,3,2.2282,65,44,73,101,59,128.82,22.928,12.732,64,0
8.2761,80,44.441,2.8648,59.978,34,73,101,37,0,26.027,12.732,98,0
10.186,80,42,3.0677,59.717,14,68,101,49.512,190.5,0,12.732,98,0
6.0479,80,90,3.1749,59.961,55.511,73,101,37,0,0,12.757,98,0
6.6845,80,42,3.1748,65,71,73,89.37,59,0,0,11.141,98,0
17.189,80,42,2.8648,61,79,70,89.369,37,0,0,6.3662,98,0
7.9577,80,44.246,3.1831,65,71,63.949,101,59,471.16,0,15.279,98,0
12.11,87,90,3.1831,28,34,99,101,37,0,0,10.186,98,0
13.22,80,90,3.1831,60.725,82,68,94.209,59,0,509.93,12.732,95.368,0
18.462,80,42,2.8648,28,55.511,70,101,37,0,0,12.757,98,0
13.051,78.639,42,3.1748,59.961,55.511,68,101,37,0,0,12.732,98,0
14.961,92,42,2.8648,61,71,49,101,59,541.19,0,13.185,98,0
13.369,80,42,3.1741,28,71,99,21,59,0,0,11.141,98,0
9.5493,92,42,3.5684,61,14,49,95.118,59,0,605.43,12.732,98,0
10.823,80,44.38,2.8648,59.96,58,49,21,59,0,0,12.732,98,0
18.144,80,44.462,3.1831,28,55.608,70,101,37,189.08,0,12.783,94.093,0
14.642,80,3,2.2282,61,58,66.562,101,59,0,0,12.732,98,0
10.186,80,90,3.1831,61,96,49,89.375,59,0,0,17.507,98,0
6.3662,80,8,1.5915,59.706,58,73,101,37,151.54,19.213,3.5014,67,0
14.961,80,19,3.1749,28,85,66.562,101,59,0,0,15.915,98,0
17.507,78.639,42,2.8648,28,55.511,68,89.37,59,0,0,6.3662,94.075,0
12.111,88,7,1.2732,61,35,49,89.371,59,0,0,9.5493,98,0
12.32,80,90,3.1831,65,71,73,101,37,531.97,0,12.732,64,0
7.0028,80,42,2.8648,65,44,73,88.571,59,270.33,0,12.732,98,0
12.732,80,90,3.1831,89,55.511,68,21,59,0,0,12.732,98,0
17.825,78.639,42,2.8648,61,55.511,49,89.373,59,0,0,7.9577,98,0
10.823,78.639,3,2.2282,28,55.511,73,101,59,0,0,26.738,94.074,0
7.6394,36,42,2.8648,59.961,14,68,89.37,37,0,0,12.732,94.075,0
6.0479,78.639,42,2.8648,59.961,71,73,101,37,0,0,12.732,98,0
10.823,80,90,3.1831,28,14,99,101,51.522,0,0,9.5493,94.074,0
7.6394,78.639,42,2.8648,65,26,73,101,59,0,0,12.732,98,0
7.6394,80,42,2.8648,28,85,68,101,37,0,0,12.096,94.074,0
7.0028,78.639,90,3.1831,65,83,73,101,59,0,0,12.732,98,0
12.111,36,90,3.1831,28,14,66.56,101,37,0,0,12.758,98,0
12.11,80,44.381,3.1748,28,34,68,101,37,0,0,12.757,98,0
6.3662,80,90,3.1831,65,71,73,101,51.524,0,0,12.758,98,0
9.8676,78.639,42,3.1749,65,71,66.561,89.372,59,0,0,12.757,98,0
8.2761,80,20,3.1749,65,85,66.562,101,59,0,0,12.732,98,0
8.5944,88,42,2.8648,28,96,68,89.37,59,0,0,12.757,98,0
11.141,80,42,2.8648,89,14,68,101,37,0,0,12.732,98,0
12.732,78.639,42,2.8648,28,71,68,101,59,0,0,19.099,40,0
12.112,80,90,3.1831,61,55.511,49,101,59,0,0,12.758,98,0
9.8676,80,42,2.8648,65,85,73,89.369,37,0,0,12.732,98,0
19.417,80,47.144,3.6575,61.06,44,58.64,21,59,0,744.53,12.732,98,0
17.189,80,18,2.8843,102,14,99,101,37,-72.426,0,9.5493,98,0
9.5493,80,90,3.1831,61,85,49,101,59,0,40.648,13.541,98,0
6.3662,80,90,3.1831,65,55.743,68,101,37,0,32.137,15.915,94.694,0
8.5944,92,63,4.4563,65,82,66.563,89.37,37,0,0,15.915,39,0
14.006,87,90,3.1831,60.104,58,68,101,59,0,36.059,19.099,98,0
12.11,80,44.381,3.1831,102,14,68,101,37,0,0,12.732,27,0
17.507,78.563,42,2.8648,28,14,68,101,37,0,26.317,12.78,94.044,0
10.823,80,42,2.8648,28,26,65.544,90.045,59,2180.1,0,17.507,98,0
19.417,80,42,3.175,102,55.511,66.559,101,51.526,0,0,11.141,98,0
8.9127,79.003,20,4.138,61,82,49,101,59,489.65,0,12.732,94.731,0
10.823,80,42,2.8648,59.96,58,66.57,21,37,0,0,12.755,98,0
8.2761,80,20,3.1749,65,14,68,101,59,0,0,14.324,98,0
12.109,78.64,3,2.2282,65,71,66.571,15,59,0,0,12.732,94.073,0
11.459,80,20,4.138,61,82,49,101,59,0,0,12.758,98,0
5.4113,80,3,2.2282,65,55.511,66.572,21,37,0,0,7.9577,94.072,0
11.141,78.639,44.382,3.1831,61,82,66.56,101,59,0,0,19.099,98,0
10.504,78.68,44.523,4.4563,60.014,82,73,101,51.976,0,27.971,6.3662,98,0
7.9577,80,18,3.8197,61,53.521,103,81.949,37,0,2.8117,12.732,92.8,0
5.7296,80,44.381,1.9099,65,85,73,89.37,59,0,0,3.1831,94.075,0
14.961,92,63,4.4563,89,82,68,101,59,0,33.956,12.096,98,0
14.006,80,42,3.1741,59.959,55.511,99,21,37,0,0,9.5493,98,0
11.831,80,42,2.8648,28,71,99,101,37,0,17.268,9.5493,98,0
9.5493,80,20,4.138,65,14,66.563,89.37,37,0,0,12.732,98,0
16.87,88,90,3.1831,59.962,35,49,89.375,59,0,0,15.915,98,0
16.87,80,42,2.8648,102,71,99,89.367,37,0,0,12.756,98,0
12.732,80,42,2.8648,59.843,85,103,101,37,1595.7,0,6.3662,98,0
7.6394,78.26,90,3.1831,65,14,68,101,59,0,701.87,7.6394,98,0
8.5944,80,20,4.138,65,85,66.562,101,59,0,0,12.732,98,0
15.915,80,6,0.95493,61,96,49,101,59,454.41,28.995,11.777,64,0
11.459,80,3,2.2282,61,26,49,101,59,0,0,15.915,98,0
13.051,80,43.924,4.4563,65,82,64.659,89.975,37,453.05,0,12.732,94.082,0
9.8676,80,42,2.8648,65,55.511,68,101,37,0,0,12.732,98,0
12.111,36,20,3.175,61,34,49,101,59,0,0,12.732,98,0
7.0028,80,44.381,3.1748,65,58,73,89.37,59,0,0,12.757,98,0
12.111,80,44.382,3.1749,59.961,55.511,66.561,89.372,59,0,0,12.757,94.076,0
5.7296,57,4,3.1784,65,82,73,101,59,0,25.342,9.5493,98,0
12.109,78.639,20,3.1745,61,82,49,21,59,0,0,9.5493,98,0
12.096,80,42,2.8648,61,34,103,101,37,0,0,12.756,94.074,0
11.141,92,42,2.8648,61,26,49,101,59,0,0,12.758,98,0
12.346,80,90,3.1831,65,58,68,101,59,562.08,0,13.23,98,0
20.054,57,42,2.8648,61,55.511,49,101,59,0,0,12.758,98,0
12.414,80,90,3.1831,61,34,49,101,59,0,41.302,15.279,98,0
12.108,78.64,20,4.138,65,55.511,66.573,17,37,0,0,12.732,55,0
5.4113,80,44.381,2.2282,65,85,73,101,51.523,0,0,6.3662,98,0
12.732,80,42,3.1613,28,26,68,88.697,50.446,0,24.397,12.732,98,0
21.963,88,90,3.1831,61,71,103,101,51.522,0,0,4.7746,98,0
8.9127,80,44.381,1.9099,28,55.511,68,101,37,0,0,12.732,98,0
12.096,80,8,1.5915,61,26,49,101,51.524,0,0,12.732,98,0
14.324,57,81,4.7746,28,55.471,99,21,37,0,549.4,12.732,98,0
10.504,92,20,4.138,61,14,49,21,59,0,0,12.732,98,0
15.279,80,20,4.138,61,82,49,101,59,0,0,12.758,98,0
8.2761,78.64,42,2.8648,65,55.511,66.57,21,37,0,0,12.755,98,0
6.6845,80,90,3.1831,65,71,73,101,51.524,0,0,11.777,98,0
12.111,80,18,3.8197,61,35,49,101,59,0,0,12.732,98,0
12.216,92,90,3.1831,65,82,63.914,101,37,0,31.946,6.3662,98,0
11.843,88,42,2.8648,61,85,103,101,37,0,17.676,12.318,98,0
12.11,80,44.381,2.8648,89,55.511,70,89.37,37,0,0,12.732,98,0
8.5944,80,90,3.1831,65,82,68,101,59,0,0,12.758,98,0
10.504,80,19,3.5014,65,71,66.572,21,37,0,0,12.732,94.073,0
14.642,78.639,44.383,2.8648,61,55.511,49,101,59,0,0,12.732,98,0
8.9127,77.864,3,2.2282,28,55.672,70.65,101,37,0,18.347,18.462,23,0
12.11,78.639,2,1.9099,65,55.511,73,101,59,0,0,12.757,98,0
14.006,80,5,0.63662,65,55.511,68,101,51.522,0,0,12.732,32,0
7.9577,80,4,2.5465,65,44,99,101,59,0,0,12.756,98,0
11.141,80,20,4.138,61,55.818,67.099,101,59,318.92,0,17.507,98,0
9.231,80,44.38,3.1831,61,85,103,101,37,0,0,7.9577,98,0
9.5493,80,42,2.8648,28,58,99,101,51.521,0,0,12.756,94.074,0
9.5493,78.639,90,3.1831,61,44,49,89.374,51.525,0,0,12.732,94.076,0
17.825,88,7,1.2732,59.863,71,99,101,37,0,15.259,12.732,98,0
12.11,88,20,4.138,65,82,73,101,59,0,0,9.5493,98,0
8.9127,80,42,2.8648,65,44,73,88.596,59,272.63,0,12.732,98,0
