age,workclass,edu,yearsedu,married,occupation,relationship,race,sex,income,loss,hours,country,y
14.006,88,42,2.8648,61,35,49,101,59,0,0,19.099,98,0
16.234,80,42,2.8648,61,26,49,101,59,0,0,12.732,23,0
11.141,88,42,2.8648,65,71,68,101,37,0,0,9.5493,98,0
7.6394,80,7,0.95493,65,96,70,101,59,0,0,12.732,64,0
9.5493,80,90,3.1831,28,44,68,101,59,0,0,15.915,98,0
17.507,80,42,2.8648,61,34,49,101,59,0,0,9.5493,75,0
8.2761,80,42,2.8648,61,96,49,101,59,0,0,14.006,98,0
10.823,80,42,2.8648,61,26,49,101,59,0,0,12.732,98,0
16.87,80,42,2.8648,61,14,103,101,37,0,0,1.5915,98,0
11.777,80,90,3.1831,61,71,73,101,59,0,0,12.732,98,0
11.459,88,90,3.1831,28,85,99,101,37,0,0,11.141,72,0
7.3211,80,8,1.5915,65,58,70,101,37,0,0,12.732,64,0
11.777,80,42,2.8648,61,85,49,101,59,0,0,12.732,98,0
18.462,80,42,2.8648,28,58,68,101,59,1058.4,0,9.5493,98,0
14.961,80,90,3.1831,61,83,49,101,59,0,0,14.324,98,0
14.642,80,42,2.8648,65,26,68,21,59,0,0,12.732,98,0
6.6845,80,90,3.1831,61,83,49,101,59,0,0,12.732,98,0
10.823,57,20,4.4563,28,82,68,101,37,0,0,15.915,98,0
7.3211,80,3,2.2282,61,26,49,101,59,0,0,12.732,39,0
7.0028,80,90,3.1831,65,26,70,21,59,0,0,6.3662,98,0
11.459,80,42,2.8648,61,14,49,17,59,0,0,12.732,100,0
17.507,57,63,4.138,61,82,103,101,37,0,553.86,4.7746,98,0
6.6845,80,42,2.8648,65,44,68,101,59,1405.7,0,12.732,98,0
19.735,88,90,3.1831,61,35,49,101,59,0,0,19.099,98,0
8.5944,80,19,3.5014,65,14,73,101,37,0,0,11.141,98,0
13.051,80,42,2.8648,28,58,73,101,37,0,0,12.732,98,0
6.6845,80,90,3.1831,65,14,73,17,59,0,0,6.3662,98,0
9.231,80,20,4.138,65,34,73,101,37,0,0,12.732,98,0
6.0479,88,90,3.1831,65,71,73,101,59,0,0,7.0028,98,0
6.6845,57,90,3.1831,65,14,73,101,59,0,0,12.732,51,0
14.642,80,42,2.8648,61,96,49,101,59,0,0,12.732,98,0
5.4113,104,90,3.1831,65,79,73,101,37,0,0,12.732,98,0
9.5493,80,8,1.5915,61,26,49,101,59,0,0,12.732,98,0
8.9127,57,42,2.8648,65,34,99,101,37,0,0,11.141,98,0
8.2761,80,19,3.5014,28,14,68,101,37,0,0,14.324,98,0
11.777,36,2,3.1831,61,26,49,101,59,0,0,13.687,98,0
5.7296,80,2,2.8648,65,85,73,101,37,0,0,12.732,98,0
9.5493,80,90,3.1831,61,14,49,101,59,0,0,9.5493,98,0
11.459,88,19,3.5014,61,71,103,101,37,1244,0,2.5465,98,0
5.7296,80,3,2.8648,65,71,70,21,59,0,0,9.5493,98,0
8.5944,80,42,2.8648,61,26,49,101,59,0,0,12.732,98,0
15.597,80,8,1.5915,61,71,49,101,59,0,0,12.732,98,0
11.777,80,42,2.8648,61,14,49,101,59,2741.9,0,12.732,24,0
12.096,80,90,3.1831,28,96,68,101,59,0,0,12.732,98,0
9.231,80,42,2.8648,28,14,68,69,37,0,0,9.5493,77,0
7.0028,80,42,2.8648,65,71,73,101,59,0,0,12.732,64,0
7.9577,88,3,1.9099,65,35,73,101,59,0,0,9.5493,98,0
12.096,80,42,2.8648,89,79,99,21,37,0,0,9.5493,98,0
10.186,92,20,4.138,28,82,99,101,37,0,0,12.732,98,0
11.141,80,42,3.1831,61,26,49,101,59,0,0,15.915,98,0
9.231,80,90,3.1831,28,34,68,101,37,0,0,12.732,98,0
13.051,80,42,2.8648,61,94,49,101,59,0,0,12.732,98,0
7.6394,80,42,2.8648,61,58,49,101,59,0,0,12.732,98,0
7.3211,80,20,4.138,28,14,68,17,37,0,0,12.732,98,0
8.9127,57,42,2.8648,65,83,70,101,59,0,597.15,12.732,98,0
12.414,80,18,4.138,28,85,99,101,37,0,0,6.3662,98,0
13.369,88,90,3.1831,61,35,103,101,37,4782.3,0,15.915,24,0
21.645,80,3,1.2732,61,26,49,21,59,0,0,9.5493,98,0
18.144,80,81,4.7746,65,82,68,101,37,0,0,14.324,98,0
7.0028,80,90,3.1831,65,14,68,101,37,0,0,9.5493,31,0
6.6845,80,90,3.1831,65,44,73,101,37,0,0,15.915,98,0
17.507,80,18,3.8197,28,85,99,21,37,0,0,9.5493,98,0
11.777,57,42,2.8648,61,83,49,101,59,0,0,12.732,98,0
11.777,57,90,3.1831,65,14,99,21,37,0,0,12.732,98,0
8.9127,80,20,4.138,61,71,49,101,59,0,0,12.732,98,0
8.5944,80,42,2.8648,65,71,68,101,37,0,0,12.732,98,0
12.732,92,20,4.138,65,83,99,101,37,0,0,6.3662,98,0
16.234,80,42,2.8648,28,96,73,101,59,0,0,12.732,98,0
7.9577,80,19,3.5014,61,96,49,101,59,0,0,17.825,98,0
23.555,80,19,3.5014,102,14,68,101,37,0,0,0.95493,98,0
6.3662,80,90,3.1831,65,14,73,21,37,0,0,12.732,98,0
12.732,36,90,3.1831,28,14,68,101,59,0,0,15.915,98,0
25.465,88,5,1.9099,102,82,68,101,59,1595.7,0,19.099,98,0
20.054,80,90,3.1831,61,83,49,101,59,0,0,12.732,98,0
16.234,80,90,3.1831,28,14,99,101,37,0,0,12.732,98,0
7.3211,80,42,2.8648,65,71,68,101,37,0,0,12.732,98,0
21.008,88,42,2.8648,102,85,68,101,59,0,0,6.3662,98,0
12.414,88,42,2.8648,61,85,49,101,59,0,0,21.008,98,0
15.597,80,19,2.8648,61,26,49,101,59,0,0,13.687,98,0
6.3662,80,90,3.1831,65,96,73,101,59,0,0,10.186,98,0
17.825,80,90,3.1831,60,83,49,101,59,0,0,12.732,98,0
14.961,80,20,4.138,28,85,68,101,59,0,0,14.324,98,0
7.3211,80,42,2.8648,65,34,73,21,59,0,0,23.873,98,0
16.87,36,18,3.8197,28,14,68,17,59,0,0,12.732,98,0
6.0479,80,2,3.1831,65,71,73,101,59,0,0,6.3662,98,0
8.2761,36,90,3.1831,65,26,73,101,59,1058.4,0,12.732,98,0
8.2761,80,2,2.8648,65,58,68,101,59,0,0,3.1831,98,0
21.645,80,20,4.138,61,96,49,101,59,0,0,9.5493,98,0
9.5493,80,2,1.9099,65,85,70,101,59,0,0,12.732,41,0
8.9127,80,7,2.2282,61,26,49,101,59,0,0,14.324,98,0
17.189,57,2,1.9099,61,34,49,101,59,0,0,14.324,98,0
9.5493,80,42,2.8648,65,44,73,101,59,0,0,3.1831,98,0
7.6394,80,2,3.1831,65,85,73,101,59,0,0,15.915,98,0
7.9577,80,42,2.8648,65,71,73,101,59,0,0,12.732,98,0
6.0479,80,3,2.2282,65,71,70,101,59,0,0,6.3662,98,0
9.8676,80,90,3.1831,65,94,73,101,37,0,0,11.141,98,0
8.2761,80,20,4.138,65,34,103,101,37,0,0,12.732,77,0
17.507,57,20,4.138,61,82,49,101,59,0,0,14.324,98,0
14.642,57,63,4.138,65,82,68,21,37,0,0,12.732,98,0
12.096,80,90,3.1831,28,94,99,101,37,0,0,15.915,98,0
14.642,80,42,2.8648,28,82,68,101,37,0,0,12.732,98,0
7.9577,80,20,4.138,65,82,68,101,37,0,0,12.732,98,0
6.3662,80,90,3.1831,65,14,73,101,37,189.08,0,5.093,98,0
9.231,57,63,4.4563,61,82,70,101,37,0,0,11.141,98,0
12.732,80,7,3.1831,65,26,68,101,59,4782.3,0,16.552,98,0
7.6394,80,90,3.1831,65,14,68,21,37,0,0,12.732,98,0
7.6394,88,20,4.138,65,35,99,101,59,0,0,12.732,84,0
9.8676,80,19,3.1831,61,71,103,15,37,0,0,7.6394,64,0
17.189,88,42,2.8648,28,71,68,101,37,0,0,9.5493,98,0
10.823,80,18,3.8197,89,26,68,101,59,0,0,19.099,98,0
6.0479,80,42,3.1831,28,26,99,101,59,0,0,21.008,97,0
6.6845,80,42,2.8648,65,96,73,21,59,0,0,12.732,55,0
17.825,88,2,1.9099,61,35,49,101,59,0,0,22.282,98,0
7.3211,80,90,3.1831,61,26,49,101,59,0,0,7.6394,98,0
11.777,36,90,2.8648,65,26,68,101,59,0,0,12.732,98,0
10.504,80,42,2.8648,61,71,49,101,59,0,0,14.324,98,0
7.6394,80,3,2.2282,61,96,49,17,59,0,0,12.732,100,0
13.687,80,90,3.1831,61,82,49,101,59,0,0,12.732,98,0
10.186,80,20,4.138,65,82,68,101,37,0,0,6.3662,98,0
12.732,80,42,2.8648,65,71,68,101,37,0,0,12.732,98,0
15.597,80,8,2.8648,65,34,68,101,59,0,0,12.732,98,0
14.324,80,90,3.1831,61,34,49,15,59,0,0,12.732,98,0
19.735,57,63,2.8648,65,94,68,101,59,0,0,12.732,25,0
9.231,80,19,3.5014,61,14,49,101,59,0,0,12.732,98,0
15.597,80,42,2.8648,89,58,99,101,37,0,0,12.732,98,0
17.507,36,90,3.1831,28,14,99,21,37,0,0,12.732,97,0
6.3662,80,90,3.1831,65,35,73,15,59,0,0,22.918,98,0
11.777,87,20,4.138,65,34,73,101,59,0,0,12.732,98,0
9.231,80,90,3.1831,65,71,68,101,37,0,0,12.732,98,0
12.096,80,90,3.1831,65,34,49,101,59,0,0,14.324,98,0
7.0028,92,90,3.1831,65,71,73,101,59,0,0,12.732,98,0
6.0479,80,90,3.1831,65,71,73,101,37,0,0,6.3662,98,0
6.3662,80,4,2.5465,65,71,68,101,59,0,0,12.732,98,0
19.099,80,42,2.8648,61,44,49,101,59,0,0,12.732,98,0
9.5493,80,42,2.8648,65,34,68,101,59,0,0,12.732,98,0
7.0028,80,90,3.1831,65,14,68,101,59,0,0,12.732,22,0
16.234,80,90,3.1831,28,85,68,101,37,0,0,19.099,98,0
9.8676,80,20,4.138,65,82,99,21,37,0,0,12.732,98,0
21.327,87,42,2.8648,28,34,99,101,37,0,0,12.732,98,0
16.234,57,42,2.8648,28,96,99,101,59,0,0,12.732,98,0
19.735,36,19,3.5014,61,14,49,101,59,1085.8,0,12.732,98,0
7.3211,88,18,3.8197,65,26,73,101,59,0,0,9.5493,98,0
15.597,80,63,4.4563,65,85,99,101,37,0,0,11.141,98,0
7.6394,80,29,3.1831,61,44,49,101,59,0,0,12.732,98,0
9.5493,57,42,2.8648,61,83,49,21,59,0,0,11.141,98,0
12.096,80,42,2.8648,61,58,49,101,59,998.54,0,14.324,98,0
10.823,80,42,2.8648,65,85,68,101,37,0,0,7.9577,98,0
7.0028,80,42,3.1831,65,34,73,101,59,0,0,12.732,98,0
8.2761,80,7,1.2732,89,44,68,101,59,0,0,12.732,98,0
19.417,80,7,1.2732,61,96,49,101,59,0,0,9.8676,98,0
11.459,80,42,2.8648,65,34,99,101,59,0,0,12.732,98,0
17.825,80,19,3.5014,61,34,49,101,59,0,0,12.732,98,0
20.054,80,42,2.8648,102,94,68,101,37,0,0,7.9577,98,0
20.054,88,3,1.9099,61,58,49,101,59,0,0,12.732,98,0
8.5944,80,42,2.8648,28,85,73,101,37,0,0,12.732,40,0
14.642,88,42,2.8648,89,26,99,101,59,0,0,12.732,98,0
8.2761,92,90,3.1831,28,14,73,101,59,0,0,7.6394,98,0
13.687,66,42,2.8648,65,58,73,101,59,0,0,12.732,98,0
15.915,36,42,2.8648,28,82,68,101,59,0,506.11,7.9577,98,0
18.144,92,90,3.1831,102,82,99,101,37,0,0,12.732,45,0
6.0479,80,90,3.1831,65,94,73,21,59,0,0,7.6394,98,0
9.231,57,42,2.8648,65,71,73,101,59,0,0,6.3662,98,0
8.2761,80,42,2.8648,65,26,73,101,59,0,0,12.732,93,0
5.7296,80,90,3.1831,65,82,73,101,59,0,0,12.732,98,0
7.0028,57,90,3.1831,65,14,73,101,59,0,0,12.732,98,0
13.369,80,78,2.8648,65,71,68,101,59,0,0,12.732,32,0
21.963,80,3,2.8648,61,14,49,101,59,0,0,4.7746,98,0
17.825,36,8,1.2732,102,44,49,101,59,0,637.26,12.732,98,0
16.87,57,20,4.138,61,82,49,21,59,0,0,11.141,98,0
8.9127,80,42,2.8648,65,14,68,101,59,0,0,12.732,98,0
8.9127,80,20,4.138,61,71,49,21,59,0,0,12.732,98,0
15.279,80,42,2.8648,89,71,99,101,37,0,0,9.5493,98,0
12.096,80,20,4.138,61,82,49,101,59,1595.7,0,14.324,98,0
15.279,87,90,3.1831,61,34,49,101,59,0,0,12.732,98,0
10.186,80,7,1.2732,61,26,49,101,59,0,0,12.732,98,0
8.5944,57,20,4.138,65,82,68,101,37,0,0,12.732,98,0
6.0479,80,90,3.1831,65,71,73,101,59,0,0,4.4563,98,0
14.961,80,42,2.8648,61,82,49,101,59,0,0,15.915,98,0
7.9577,80,20,4.138,65,96,68,101,59,0,0,14.324,98,0
22.918,80,90,3.1831,61,83,49,21,59,0,0,12.732,98,0
9.231,80,3,2.2282,28,26,68,101,59,0,0,12.732,98,0
7.0028,80,42,2.8648,65,14,73,101,37,0,0,12.732,50,0
18.144,80,42,2.8648,61,71,49,101,59,0,0,15.279,33,0
15.915,80,81,2.8648,61,96,49,101,59,0,0,19.099,25,0
13.687,88,90,3.1831,61,85,49,101,59,0,0,9.5493,98,0
11.459,80,42,2.8648,65,44,73,101,59,0,0,15.279,98,0
7.0028,80,3,2.8648,65,85,73,101,59,0,0,6.3662,98,0
23.873,80,3,0.95493,102,71,99,21,59,0,0,3.1831,98,0
8.9127,80,42,2.8648,61,26,49,101,59,0,0,12.732,98,0
16.87,80,63,4.4563,28,82,68,101,37,0,0,12.732,98,0
5.4113,80,3,2.2282,65,85,73,101,37,0,0,7.0028,39,0
14.642,92,19,3.5014,28,14,99,101,37,0,0,12.096,98,0
12.414,80,18,3.8197,89,82,68,101,37,0,0,9.5493,98,0
6.3662,80,18,3.8197,28,26,99,101,59,0,0,12.732,98,0
11.459,80,42,2.8648,61,58,49,101,59,0,0,19.099,98,0
20.054,80,20,4.138,65,82,68,21,37,0,0,6.6845,98,0
14.642,80,5,0.95493,61,58,49,101,59,0,0,13.687,64,0
8.9127,80,20,4.138,65,16,73,101,59,0,0,14.324,98,0
15.597,80,42,2.8648,65,14,99,101,37,0,0,11.141,98,0
13.687,80,90,3.1831,61,58,49,101,59,0,0,12.732,64,0
12.414,80,42,2.8648,65,94,68,101,59,0,518.21,19.735,98,0
13.369,80,42,2.8648,28,71,68,21,37,0,0,12.732,98,0
11.777,80,42,2.8648,61,26,49,101,59,0,0,12.732,98,0
14.324,80,42,2.8648,28,85,73,101,37,0,0,3.1831,98,0
9.231,80,3,2.8648,28,34,99,101,37,0,0,12.732,98,0
7.6394,88,20,4.138,65,82,68,101,59,0,554.18,12.732,98,0
14.006,80,90,3.1831,61,96,49,21,59,0,0,12.732,98,0
12.732,80,42,2.8648,61,85,49,101,59,0,0,7.6394,48,0
9.5493,80,42,2.8648,65,58,70,101,37,0,0,11.141,84,0
13.369,80,63,4.4563,28,82,68,101,37,0,597.15,12.732,98,0
16.552,88,19,3.5014,28,82,68,101,59,0,0,11.141,98,0
10.186,80,90,3.1831,28,85,99,101,59,0,0,14.324,98,0
19.735,88,42,2.8648,61,26,49,101,59,3363.3,0,12.732,98,0
9.5493,80,19,3.5014,61,26,49,101,59,0,0,12.732,33,0
26.42,80,42,2.8648,102,94,68,101,37,0,0,9.5493,98,0
13.051,80,42,2.8648,61,71,103,101,37,0,0,6.3662,98,0
7.9577,80,3,2.2282,61,26,49,101,59,0,0,12.732,98,0
9.231,80,3,2.2282,61,96,49,101,59,0,637.26,12.732,98,0
18.78,57,18,4.138,28,14,68,101,37,0,0,2.5465,98,0
14.006,92,20,4.138,65,14,68,101,59,0,0,12.732,98,0
11.459,80,42,1.5915,28,44,68,101,59,1480.1,0,17.825,98,0
12.732,80,42,2.8648,65,44,73,101,59,0,0,12.732,52,0
6.6845,80,3,2.8648,65,14,73,21,37,0,0,11.141,54,0
13.051,80,90,3.1831,102,14,68,101,37,0,0,12.096,98,0
13.687,80,20,4.138,65,14,68,101,37,0,0,12.732,74,0
21.327,88,42,2.8648,28,35,68,101,59,0,0,19.099,98,0
7.3211,80,20,4.138,65,14,73,101,59,0,0,12.096,54,0
15.915,88,20,4.138,61,35,49,101,59,0,0,19.099,98,0
15.279,80,63,4.4563,28,85,68,101,59,0,0,11.141,98,0
9.231,80,42,3.1831,65,58,68,101,59,1058.4,0,12.732,27,0
15.915,80,20,4.138,28,82,99,101,37,0,0,11.459,98,0
15.597,88,8,1.5915,28,34,68,21,59,0,0,11.777,98,0
5.4113,80,42,2.8648,65,71,73,21,59,0,0,16.552,98,0
9.5493,80,42,2.8648,89,14,70,101,59,0,0,12.732,98,0
11.777,80,20,4.138,61,71,49,17,59,0,0,16.552,24,0
8.2761,80,90,3.1831,65,83,73,101,59,0,0,7.9577,98,0
24.51,57,42,2.8648,102,71,68,101,37,0,0,4.4563,98,0
6.0479,92,90,3.1831,65,14,73,101,59,0,0,12.732,98,0
13.369,80,20,4.138,65,94,73,101,37,0,0,12.732,98,0
11.141,80,42,2.8648,89,34,68,101,37,0,0,11.459,98,0
8.5944,57,90,3.1831,65,14,99,101,37,0,0,15.915,98,0
17.189,92,4,2.8648,65,71,68,21,37,0,0,12.096,98,0
11.777,80,90,2.8648,61,26,49,101,59,0,518.21,12.732,98,0
11.777,80,2,1.9099,61,71,49,101,59,0,0,12.732,98,0
8.9127,80,7,1.2732,61,26,49,101,59,0,0,15.915,98,0
20.054,88,20,4.138,61,85,49,101,59,0,0,12.732,98,0
18.462,80,42,2.8648,61,85,49,101,59,0,0,13.369,98,0
8.9127,80,20,4.138,65,85,73,101,59,0,0,12.732,98,0
7.3211,80,90,3.1831,65,85,68,101,59,0,0,12.732,98,0
19.099,80,42,2.8648,28,79,68,101,37,0,0,6.3662,98,0
18.78,57,18,3.8197,28,14,68,101,37,0,0,15.915,98,0
7.0028,80,90,3.1831,65,14,73,101,37,0,0,12.732,98,0
12.732,80,90,3.1831,28,85,99,101,37,0,0,14.006,98,0
11.141,80,7,1.2732,61,44,49,101,59,0,0,12.732,64,0
6.3662,80,90,3.1831,65,14,73,101,37,0,0,9.5493,98,0
11.141,57,42,2.8648,65,83,73,101,59,0,0,12.732,98,0
8.9127,80,90,3.1831,61,34,49,101,59,0,0,15.279,98,0
8.9127,80,42,2.8648,65,35,73,101,59,0,0,12.732,98,0
11.777,80,90,3.1831,61,16,49,101,59,0,0,6.3662,98,0
7.9577,87,18,3.8197,65,85,68,101,59,0,0,19.099,98,0
11.777,80,42,2.8648,28,14,99,101,59,0,0,12.732,98,0
6.0479,80,90,3.1831,65,58,73,101,37,0,0,14.324,98,0
9.8676,80,19,3.5014,65,85,73,101,37,0,0,12.096,98,0
13.051,80,42,2.8648,65,14,70,101,37,0,0,12.732,98,0
14.006,80,42,2.8648,61,26,49,101,59,0,0,12.732,98,0
6.3662,80,90,3.1831,65,34,68,21,59,0,0,14.961,98,0
18.144,88,42,2.8648,61,35,49,101,59,0,0,15.915,98,0
8.2761,80,42,2.8648,65,71,68,101,37,0,0,3.8197,98,0
14.006,87,90,2.8648,61,34,49,101,59,1595.7,0,19.099,40,0
9.231,57,42,2.8648,65,83,68,101,59,0,0,12.732,98,0
6.6845,80,18,3.8197,65,71,73,21,59,0,0,11.141,54,0
6.6845,80,90,3.1831,65,26,68,101,59,0,0,15.915,98,0
11.141,80,20,4.138,61,34,103,101,37,0,0,4.7746,98,0
8.9127,80,2,1.9099,28,71,68,21,37,0,0,12.732,98,0
11.141,80,42,2.8648,89,96,73,101,59,0,0,15.915,98,0
11.141,80,42,2.8648,28,26,68,101,59,0,0,19.099,98,0
12.096,92,20,4.138,65,34,68,101,37,0,0,12.732,98,0
6.3662,36,42,2.8648,28,14,99,101,37,0,0,12.732,98,0
18.144,80,42,2.8648,28,71,68,101,37,0,0,12.732,98,0
6.0479,80,90,3.1831,65,85,73,101,37,0,0,12.732,93,0
11.459,80,42,2.8648,61,34,49,101,59,0,0,15.279,98,0
7.3211,80,42,2.8648,65,58,70,21,59,0,0,12.732,98,0
15.915,80,42,2.8648,28,71,99,101,37,0,0,12.732,98,0
16.234,88,90,3.1831,61,26,49,101,59,0,0,12.732,98,0
8.9127,80,19,3.5014,28,82,68,15,59,0,0,12.732,98,0
14.006,80,20,4.138,61,85,49,101,59,0,0,19.099,98,0
9.231,88,20,4.138,61,82,49,21,59,0,0,12.732,98,0
9.8676,80,42,2.8648,28,96,68,101,59,0,0,14.324,98,0
10.823,80,20,4.138,61,34,49,101,59,0,0,14.324,98,0
9.8676,80,19,3.5014,65,14,99,21,37,0,0,12.732,98,0
12.414,80,90,3.1831,65,14,73,17,37,0,0,12.732,98,0
8.9127,80,42,2.2282,28,85,73,101,59,0,0,12.732,98,0
5.4113,80,42,2.8648,65,85,73,101,37,0,0,12.732,98,0
16.234,80,42,2.8648,28,14,68,101,37,0,0,12.732,98,0
17.507,87,42,2.8648,28,26,68,101,59,0,0,15.915,98,0
21.008,80,42,2.8648,61,85,49,101,59,0,0,15.915,98,0
11.459,88,42,2.8648,61,71,103,17,37,0,0,6.3662,91,0
12.096,80,3,2.2282,28,58,68,21,37,0,0,19.099,98,0
7.9577,80,20,3.8197,65,34,73,101,59,0,0,12.732,98,0
7.9577,80,42,2.8648,65,71,99,101,59,0,0,7.0028,98,0
28.648,80,3,2.2282,65,44,73,101,59,0,0,12.732,98,0
10.823,80,90,3.1831,28,14,99,101,37,0,0,12.732,98,0
10.823,80,42,2.8648,65,58,99,21,37,0,0,12.732,98,0
10.504,80,20,4.138,28,82,99,101,37,290.94,0,12.732,39,0
10.504,57,42,2.8648,65,14,68,101,37,0,0,9.5493,98,0
12.414,88,42,2.8648,65,71,73,21,37,0,0,5.093,98,0
18.78,88,42,2.8648,61,85,49,101,59,0,0,19.099,98,0
6.0479,80,90,3.1831,65,16,73,101,59,0,0,5.093,98,0
12.414,80,42,2.8648,61,85,49,101,59,0,0,12.096,98,0
6.0479,36,90,3.1831,65,83,73,101,59,0,0,12.732,98,0
8.5944,80,42,2.8648,65,44,73,101,37,0,0,12.096,39,0
11.141,88,7,0.95493,61,58,49,101,59,0,0,12.732,98,0
18.78,88,42,2.8648,28,71,68,101,37,0,0,7.6394,98,0
12.096,80,90,3.1831,28,26,99,101,37,0,0,12.732,98,0
11.777,80,90,3.1831,28,71,70,101,37,0,0,15.915,74,0
15.915,80,2,1.9099,61,35,49,101,59,0,0,12.732,98,0
7.3211,80,90,3.1831,65,14,68,101,59,0,0,12.732,98,0
6.0479,87,6,2.2282,65,34,73,101,37,0,0,15.915,98,0
10.504,80,29,2.8648,89,26,68,101,59,0,718.74,26.738,98,0
8.5944,57,63,4.4563,65,34,68,101,59,0,629.3,16.552,98,0
9.8676,57,63,4.4563,61,34,49,101,59,0,0,12.732,32,0
6.6845,80,42,1.9099,61,58,49,101,59,0,0,11.459,53,0
9.8676,80,42,2.8648,61,34,49,101,59,0,0,19.099,98,0
6.0479,80,3,2.2282,65,58,73,101,59,0,0,12.732,98,0
14.961,80,42,2.8648,61,96,49,101,59,0,0,15.915,98,0
10.823,80,20,3.1831,65,26,68,101,59,0,0,12.732,98,0
18.144,80,42,2.8648,61,71,49,101,59,0,0,12.732,98,0
16.234,57,8,1.5915,61,96,49,21,59,0,0,12.732,98,0
6.6845,80,42,3.1831,65,44,68,101,59,0,0,6.3662,98,0
14.324,87,90,3.1831,61,85,49,101,59,0,0,15.915,98,0
14.642,80,90,3.1831,28,44,68,101,59,0,0,14.324,98,0
12.732,80,20,4.138,65,85,68,101,37,0,0,14.324,98,0
16.552,80,78,0.31831,61,71,68,101,59,0,0,12.732,105,0
7.3211,80,90,4.138,65,85,68,17,59,0,0,6.3662,93,0
28.648,80,20,4.138,102,14,68,101,37,315.45,0,3.1831,98,0
7.9577,80,42,2.8648,65,14,68,101,37,0,0,15.915,98,0
13.687,80,90,3.1831,28,96,68,101,59,0,0,14.324,98,0
8.5944,80,42,2.8648,65,71,68,101,37,0,0,9.5493,98,0
10.504,57,20,4.138,65,14,68,101,59,335.82,0,12.732,98,0
20.69,80,63,3.5014,61,96,49,101,59,0,0,6.3662,98,0
15.915,80,42,2.8648,65,94,73,101,37,0,0,4.7746,98,0
9.231,80,20,4.138,65,85,68,101,59,0,0,15.279,98,0
11.141,80,42,2.8648,61,96,49,101,59,0,0,12.732,98,0
17.189,80,90,3.1831,28,14,68,101,37,0,0,12.732,98,0
14.006,80,42,3.1831,61,58,103,101,37,0,0,12.732,98,0
7.6394,80,8,1.5915,28,71,73,101,37,0,0,12.732,98,0
7.9577,80,20,4.138,65,85,73,101,59,0,0,12.096,98,0
16.87,80,42,2.8648,61,96,49,101,59,0,0,12.732,98,0
17.825,88,42,2.8648,61,26,49,21,59,0,0,12.732,98,0
7.3211,80,20,4.138,65,14,73,101,37,0,0,12.732,98,0
7.3211,80,90,3.1831,65,71,68,101,37,0,0,6.3662,98,0
6.6845,80,6,1.5915,65,26,99,101,59,0,0,12.732,32,0
12.732,87,90,3.1831,61,35,49,101,59,0,0,15.915,98,0
12.096,80,42,2.8648,28,14,99,101,37,0,0,15.279,98,0
7.3211,80,42,2.8648,65,14,99,21,37,0,0,6.3662,98,0
14.006,80,20,4.138,61,34,49,101,59,0,0,15.915,98,0
6.3662,88,90,3.1831,65,14,73,101,37,0,0,3.8197,39,0
9.231,80,42,2.8648,65,71,73,101,59,0,0,12.732,98,0
13.687,92,42,2.8648,61,83,49,101,59,0,0,13.369,31,0
9.5493,80,4,2.5465,65,58,68,101,59,0,0,12.732,98,0
8.9127,80,90,3.1831,65,14,68,101,37,0,0,12.096,98,0
16.552,80,42,2.8648,28,26,99,101,37,0,0,12.732,98,0
12.096,80,42,2.8648,61,26,49,101,59,0,0,14.324,98,0
21.008,36,90,3.1831,61,34,49,101,59,0,0,12.732,98,0
20.054,88,19,3.5014,61,35,49,101,59,0,0,12.732,98,0
6.6845,80,90,3.1831,65,71,73,101,59,0,0,12.732,98,0
16.234,80,42,2.8648,28,14,68,101,59,0,0,12.732,98,0
14.642,92,90,3.5014,28,82,99,101,37,479.37,0,15.915,98,0
6.3662,80,90,2.8648,65,85,73,101,59,0,0,6.3662,98,0
14.961,87,20,4.138,65,85,68,101,59,1058.4,0,19.099,98,0
21.008,80,7,1.2732,61,58,70,101,59,0,0,12.732,98,0
6.3662,80,90,3.1831,65,14,73,101,37,0,0,9.5493,95,0
8.9127,80,42,2.8648,28,44,73,101,59,0,0,12.732,98,0
14.642,80,42,2.8648,28,79,99,101,37,0,0,8.9127,98,0
7.9577,80,90,3.1831,61,85,49,21,59,0,0,14.324,98,0
11.777,80,42,2.8648,65,26,73,101,59,998.54,0,12.732,98,0
9.8676,88,8,1.5915,61,26,49,101,59,0,0,19.099,98,0
17.507,80,42,2.8648,61,26,49,101,59,0,0,12.732,98,0
7.0028,92,90,3.1831,62,94,73,101,59,0,0,6.3662,98,0
11.777,80,20,3.8197,61,85,103,101,37,0,0,11.141,98,0
6.0479,80,2,2.2282,65,71,73,21,37,0,0,6.3662,98,0
9.8676,57,90,3.1831,61,34,49,101,59,0,0,12.732,98,0
7.3211,80,90,3.1831,65,71,68,17,37,0,0,11.141,64,0
17.189,88,2,1.9099,61,85,49,101,59,0,0,20.69,98,0
11.141,57,6,2.8648,28,71,73,101,37,0,0,15.597,30,0
7.6394,80,20,4.138,65,35,73,101,37,0,0,12.732,98,0
5.4113,80,3,2.2282,65,83,73,101,37,0,0,5.7296,98,0
15.597,87,42,2.8648,89,96,68,101,59,0,0,14.324,98,0
15.597,80,42,2.8648,61,14,49,101,59,0,0,12.732,98,0
11.459,57,20,4.138,65,82,68,101,37,0,0,11.141,97,0
5.7296,80,42,2.8648,65,96,73,101,59,0,0,12.732,43,0
